smiles,molwt,fsp3,logp,binding_affinity,cypi,tpsa
[H]O[C@@]([H])(C([H])=C([H])[H])[C@]([H])(O[H])C([H])([H])[H],102.06807956,0.6,-0.08590000000000003,,,
[H]OC([H])([H])[C]([N][N][C]([H])[H])C([H])([H])[H],100.063662876,0.5,-0.5540200000000002,,,
[H]C([H])=C([H])[C@]([H])(C([H])([H])[H])[C@]([H])(N([H])[H])C([H])([H])[H],99.10479941599999,0.6666666666666666,1.1557,,,
[H]O[C@@]1([H])C([H])([H])[C@]1([H])/C([H])=C(\[H])C([H])([H])[H],98.07316494,0.6666666666666666,0.9433,,,
[H]Oc1c([H])sc(C([H])([H])[H])c1[H],114.013935812,0.2,1.76212,,,
[H][N][C]1N(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],98.08439831999999,0.8,0.4843899999999999,,,
[H]C#CC1=N[N]S[C]1[H],109.993869064,0.0,0.40359,,,
[H]N([H])C([H])([H])/C(=N/OC([H])([H])[H])C([H])([H])[H],102.07931294,0.75,-0.03259999999999996,,,
[H]O[N][C]([H])C([H])([H])C([H])([H])C([H])([H])[H],87.068413908,0.75,0.9418899999999999,,,
[H]C#CC([H])(C([H])([H])[H])C([H])([H])[H],68.062600256,0.6,1.2755999999999998,,,
[H]C([H])([H])[C@@]1([H])C([H])([H])OC(=O)C1([H])[H],100.052429496,0.8,0.5694,,,
[H]C([H])([H])OC([H])([H])OC([H])([H])C([H])([H])C([H])([H])[H],104.083729624,1.0,1.0169000000000001,,,
[H]C(=O)c1c([H])noc1[H],97.016378336,0.0,0.4871,,,
[H]OC([H])([H])/C(=C(/[H])C#N)N([H])[H],98.048012812,0.25,-0.6551200000000001,,,
[H]c1c([H])n(C([H])([H])[H])c(=O)n1[H],98.048012812,0.25,-0.28660000000000013,,,
[H]O[C@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])[C@]1([H])N([H])[H],101.084063972,1.0,-0.28559999999999997,,,
[H]C1=C([H])[C@]2([H])C([H])([H])N([H])[C@]2([H])C1([H])[H],95.073499288,0.6666666666666666,0.5343,,,
[H]C1=NN([H])[C@]2([H])C([H])([H])[C@@]1([H])C2([H])[H],96.06874825599999,0.8,0.3539999999999999,,,
[H][C]([N]C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H],86.08439831999999,0.75,-0.0985100000000001,,,
[H]O[C@@]1([H])C([H])([H])N([H])[C@@]2([H])C([H])([H])[C@@]12[H],99.068413908,1.0,-0.6610000000000003,,,
[H]C1=NOC([H])([H])/C1=C(\[H])N([H])[H],98.048012812,0.25,-0.15499999999999992,,,
[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N([H])C([H])([H])[H],103.099714036,1.0,-0.023300000000000043,,,
[H]O[C@]1([H])[C@]([H])(C([H])([H])[H])[C@]1(N([H])[H])C([H])([H])[H],101.084063972,1.0,-0.2856000000000001,,,
[H]N([H])[C@@]1([H])C([H])([H])C([H])([H])[C@]1([H])C([H])([H])C([H])([H])[H],99.10479941599999,1.0,1.1337,,,
[H]C1=NN2C([H])([H])[C@@]2([H])C1([H])[H],82.053098192,0.75,0.06009999999999993,,,
[H]C#C[C@]1([H])N(C([H])=O)C1([H])[H],95.03711378,0.4,-0.5398000000000001,,,
[H]C1=NOC([H])([H])C([H])([H])N([H])C1([H])[H],100.063662876,0.75,-0.40800000000000014,,,
[H]C1([H])ON=C(C#N)C1([H])[H],96.032362748,0.5,0.28628000000000003,,,
[H]O/N=C(\C([H])=O)C([H])([H])C([H])([H])[H],101.047678464,0.5,0.42550000000000004,,,
[H]N1C(=O)[C@@](N([H])[H])(C([H])([H])[H])C1([H])[H],100.063662876,0.75,-1.1664000000000005,,,
[H]C1=C([H])[C@]([H])(C([H])([H])[H])OC([H])([H])O1,100.052429496,0.6,0.8929,,,
[H]O[C@@]1([H])C([H])([H])[C@]1([H])C(=O)C([H])([H])[H],100.052429496,0.8,-0.04380000000000006,,,
[H]N1C([H])([H])[C@]2([H])C([H])([H])[C@@]1(C([H])([H])[H])C2([H])[H],97.08914935199999,1.0,0.7583,,,
[H]C([H])([H])N1C([H])([H])[C@]1([H])C([H])(C([H])([H])[H])C([H])([H])[H],99.10479941599999,1.0,0.9563999999999999,,,
[H]/C(=C(/[H])C([H])([H])C([H])([H])[H])C([H])([H])C#N,95.073499288,0.5,1.86628,,,
[H]N1[C@@]2([H])[C@]1([H])[C@]1([H])N([H])[C@@]2([H])C1([H])[H],96.06874825599999,1.0,-0.9291000000000005,,,
[H]C1=C([H])[C@@]2([H])O[C@]1([H])[C@@]2([H])C([H])([H])[H],96.057514876,0.6666666666666666,0.9597,,,
[H]C#C/C(C#N)=C(/[H])N([H])[H],92.037448128,0.0,-0.0142199999999999,,,
[H]C([H])=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],98.109550448,0.7142857142857143,2.752700000000001,,,
[H]C1([H])C([H])([H])C([H])(C2([H])C([H])([H])C2([H])[H])C1([H])[H],96.093900384,1.0,2.1965000000000003,,,
[H][C]([H])[N]OC([H])([H])C([H])([H])C([H])([H])[H],87.068413908,0.75,0.7239899999999999,,,
[H]O[N][C]([H])C#CC([H])([H])[H],83.03711378,0.25,0.16509000000000001,,,
[H]N([H])C([H])([H])[C@]1([H])C([H])([H])[C@@]([H])(C([H])([H])[H])C1([H])[H],99.10479941599999,1.0,0.9912000000000001,,,
[H]C#C[C@@]1([H])O[C@]1([H])C([H])([H])[H],82.041864812,0.6,0.4069,,,
[H]C1=NN=C(C([H])([H])[H])C([H])([H])C1([H])[H],96.06874825599999,0.6,1.2269,,,
[H]/N=C(/C(=C([H])[H])C([H])=C([H])[H])N([H])[H],96.06874825599999,0.0,0.6645700000000001,,,
[H]ON(C([H])=O)/C([H])=C(\[H])C([H])([H])[H],101.047678464,0.25,0.3676000000000001,,,
[H]C#C[C@@]1([H])C([H])([H])[C@]1([H])C([H])([H])[H],80.062600256,0.6666666666666666,1.2755999999999998,,,
[H]N1C([H])([H])C([H])([H])[C@](N([H])[H])(C([H])([H])[H])C1([H])[H],100.10004838399999,1.0,-0.30289999999999995,,,
[H]C([H])([H])[C@]1([C@]2([H])OC2([H])[H])OC1([H])[H],100.052429496,1.0,0.17409999999999992,,,
[H]C([H])=C([H])C(=O)C([H])([H])OC([H])([H])[H],100.052429496,0.4,0.3878999999999999,,,
[H]/N=C(/[H])N([H])C([H])([H])C([H])([H])C([H])([H])[H],86.08439831999999,0.75,0.59307,,,
[H]O[C@@]1([H])C(=O)C([H])([H])[C@]1([H])C([H])([H])[H],100.052429496,0.8,-0.04380000000000006,,,
[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],102.104465068,1.0,1.559,,,
[H]C1=C([H])[C@]([H])(N([H])[H])C([H])([H])O1,85.052763844,0.5,-0.14240000000000003,,,
[H]OC([H])([H])[C@@](O[H])(C([H])=C([H])[H])C([H])([H])[H],102.06807956,0.6,-0.08430000000000004,,,
[H]c1sn([H])c(=O)c1C([H])([H])[H],115.00918478,0.25,0.74482,,,
[H]N([H])/N=C1/OC([H])([H])C([H])([H])C1([H])[H],100.063662876,0.75,0.06899999999999995,,,
[H]C([H])=C1C([H])=C(C([H])([H])[H])C([H])([H])C1([H])[H],94.07825032,0.42857142857142855,2.2827,,,
[H]C([H])=C([H])C([H])([H])N([H])[H],57.057849223999995,0.3333333333333333,0.1311000000000001,,,
[H]C(=O)C(=C([H])[H])C(=C([H])[H])C([H])([H])[H],96.057514876,0.16666666666666666,1.3175999999999999,,,
[H]N1C(=O)C([H])([H])N=C1C([H])([H])[H],98.048012812,0.5,-0.46540000000000004,,,
[H]C(=O)O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],102.06807956,0.8,0.9579,,,
[H]OC([H])([H])[C@@](O[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],104.083729624,1.0,0.13969999999999994,,,
[H]OC([H])([H])/C(=N/N([H])C([H])([H])[H])C([H])([H])[H],102.07931294,0.75,-0.42600000000000016,,,
[H]/C(C(=O)C([H])([H])[H])=C(/[H])C([H])([H])[H],84.057514876,0.4,1.1515,,,
[H]/C(C(=O)N([H])[H])=C(/[H])C([H])([H])N([H])[H],100.063662876,0.25,-1.0133999999999996,,,
[H]O[N][C]([H])C(=O)C([H])([H])C([H])([H])[H],101.047678464,0.5,0.12088999999999994,,,
[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],88.088815004,1.0,1.1673,,,
[H]C([H])([H])N(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],101.12044947999999,1.0,1.3464999999999998,,,
[H]C#CC([H])([H])[C@@]([H])(OC([H])([H])[H])C([H])([H])[H],98.07316494,0.6666666666666666,1.0446,,,
[H]/C(=C(/[H])C([H])([H])N([H])C([H])([H])[H])C([H])([H])[H],85.08914935199999,0.6,0.7819,,,
[H]C1=C(C([H])([H])C([H])([H])[H])C([H])([H])N([H])C1([H])[H],97.08914935199999,0.6666666666666666,0.9259999999999999,,,
[H]C#CC([H])([H])C(C([H])=O)=C([H])[H],94.041864812,0.16666666666666666,0.7647999999999999,,,
[H]C([H])=C([H])[C@@]1([H])OC([H])([H])[C@]1([H])C([H])([H])[H],98.07316494,0.6666666666666666,1.2073,,,
[H]C(=O)/C([H])=C(\[H])C(=O)C([H])([H])[H],98.036779432,0.2,0.3304999999999999,,,
[H]C([H])=C(OC(=C([H])[H])C([H])([H])[H])C([H])([H])[H],98.07316494,0.3333333333333333,2.0702,,,
[H]C([H])([H])C(=O)OC([H])([H])C([H])([H])C([H])([H])[H],102.06807956,0.8,0.9595,,,
[H]C1=NC([H])([H])[C@]([H])(C([H])([H])[H])ON1[H],100.063662876,0.75,-0.062,,,
[H]c1nsc(C#N)c1[H],109.993869064,0.0,1.01478,,,
[H]Oc1c(C([H])([H])[H])oc([H])c1[H],98.036779432,0.2,1.29362,,,
[H]C1=NN(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C1([H])[H],98.08439831999999,0.8,0.6961999999999999,,,
[H]C1=C([H])C([H])([H])C([H])=C1C#N,91.04219916,0.16666666666666666,1.39628,,,
[H]Oc1c([H])c(O[H])n([H])c1[H],99.0320284,0.0,0.4258999999999999,,,
[H]O/N=C(/C#CC([H])([H])[H])C([H])([H])[H],97.052763844,0.4,0.8597999999999999,,,
[H]C#C[C@]1([H])C([H])([H])N([H])C([H])([H])C1([H])[H],95.073499288,0.6666666666666666,0.22910000000000003,,,
[H]OC([H])([H])C#CC(=O)C([H])([H])[H],98.036779432,0.4,-0.42890000000000006,,,
[H]C1=C([H])[C@]2([H])C([H])([H])[C@@]1([H])[C@]2([H])C([H])([H])[H],94.07825032,0.7142857142857143,1.8284,,,
[H]C#CC(=C([H])[H])C([H])([H])C([H])([H])[H],80.062600256,0.3333333333333333,1.5857999999999999,,,
[H]C#C[C@]([H])(O[H])C(=O)N([H])[H],99.0320284,0.25,-1.5342,,,
[H]C([H])([H])N1C([H])([H])[C@@]2([H])C([H])([H])[C@@]2([H])C1([H])[H],97.08914935199999,1.0,0.5679,,,
[H]C(=O)/N=C(\[H])N(C([H])([H])[H])C([H])([H])[H],100.063662876,0.5,-0.26729999999999987,,,
[H]C#C[C@]([H])(O[H])C([H])([H])N([H])[H],85.052763844,0.5,-1.0608,,,
[H]C([H])=C([H])[C@]([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],98.109550448,0.7142857142857143,2.4645,,,
[H]C(=O)C#C/C([H])=C(\[H])C([H])([H])[H],94.041864812,0.16666666666666666,0.7647999999999999,,,
[H]C1([H])C([H])([H])C1([H])N1C([H])([H])[C@]1([H])C([H])([H])[H],97.08914935199999,1.0,0.8529000000000001,,,
[H]N([H])C([H])([H])C1([H])C([H])([H])OC1([H])[H],87.068413908,1.0,-0.4085000000000001,,,
[H]C1([H])O[C@]([H])(C([H])([H])C([H])([H])[H])C1=O,100.052429496,0.8,0.36430000000000007,,,
[H]N([H])C([H])([H])[C@@]([H])(N([H])[H])C1([H])C([H])([H])C1([H])[H],100.10004838399999,1.0,-0.31760000000000055,,,
[H]C([H])=C(OC([H])([H])[H])/C([H])=C(\[H])C([H])([H])[H],98.07316494,0.3333333333333333,1.7226,,,
[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]1([H])C([H])=C([H])[H],100.052429496,0.6,-0.476,,,
[H]C([H])=C([H])C#CC(=O)C([H])([H])[H],94.041864812,0.16666666666666666,0.7647999999999999,,,
[H][C]([H])c1oc([C]([H])[H])c([H])c1[H],94.041864812,0.0,1.64398,,,
[H]OC([H])([H])[C@@]1(C([H])([H])[H])C([H])([H])[C@]1([H])C([H])([H])[H],100.088815004,1.0,1.0248,,,
[H]OC1(C([H])([H])[H])C([H])=C([H])C([H])=C1[H],96.057514876,0.3333333333333333,0.8634,,,
[H]ON1C(=O)C([H])([H])C([H])=C1[H],99.0320284,0.25,0.1216000000000001,,,
[H]C([H])=C([H])[C@@]1([H])C([H])([H])[C@]1([H])C([H])([H])[H],82.07825032,0.6666666666666666,1.8284,,,
[H]O[C@@]([H])(C(C#N)=C([H])[H])C([H])([H])[H],97.052763844,0.4,0.44697999999999993,,,
[H]OC([H])([H])C#C[C@]([H])(N([H])[H])C([H])([H])[H],99.068413908,0.6,-0.6707000000000001,,,
[H]C1=C([H])C([H])([H])[C@]([H])(C#N)O1,95.03711378,0.4,0.8125799999999999,,,
[H]C(=O)C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])[H],101.084063972,0.8,0.1848999999999999,,,
[H]N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H],102.11569844799999,1.0,0.07410000000000017,,,
[H]O[N][C]([H])C([H])([H])[H],59.03711378,0.5,0.16168999999999994,,,
[H]C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H],86.07316494,0.8,1.3755,,,
[H]C#CC(=O)C([H])([H])C#C[H],92.026214748,0.16666666666666666,0.21199999999999997,,,
[H]N1C(C([H])([H])[H])=N[C@@]2([H])C([H])([H])[C@@]12[H],96.06874825599999,0.8,0.14890000000000003,,,
[H]C1([H])C(=O)C([H])([H])C([H])([H])C1([H])[H],84.057514876,0.8,1.1295,,,
[H]C1([H])O[C@@]([H])(C([H])([H])[H])C([H])([H])C1([H])[H],86.07316494,1.0,1.1853,,,
[H]C1([H])OC([H])([H])C1([H])C#N,83.03711378,0.75,0.15638000000000002,,,
[H]C([H])=C1O[C@@]([H])(C([H])([H])[H])C([H])([H])C1([H])[H],98.07316494,0.6666666666666666,1.699,,,
[H]OC([H])([H])[C@@]1([H])N([H])C1(C([H])([H])[H])C([H])([H])[H],101.084063972,1.0,-0.27090000000000036,,,
[H]C1=C([H])C(=O)C([H])([H])C([H])([H])O1,98.036779432,0.4,0.4895,,,
[H]C1=C(C([H])([H])[H])OC([H])([H])C([H])=C1[H],96.057514876,0.3333333333333333,1.4766,,,
[H]OC(=O)[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],102.06807956,0.8,1.1171,,,
[H]C([H])=C([H])[C@@]1(C([H])([H])[H])N([H])C([H])([H])C1([H])[H],97.08914935199999,0.6666666666666666,0.9243999999999999,,,
[H][C]([N]N([H])[H])C([H])([H])/C([H])=C(\[H])C([H])([H])[H],98.08439831999999,0.4,0.59249,,,
[H]C#CC([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H],94.07825032,0.42857142857142855,1.9759,,,
[H]O[C@]1([H])C([H])([H])[C@@]([H])(C([H])([H])[H])C1([H])[H],86.07316494,1.0,0.7772,,,
[H][C]([N]N([H])[H])[C@@]([H])(OC([H])([H])[H])C([H])([H])[H],102.07931294,0.75,-0.33881000000000006,,,
[H]O[N][C]([H])C([H])([H])N1C([H])([H])C1([H])[H],100.063662876,0.75,-0.54261,,,
[H]C(=O)N1C([H])=C([H])C([H])([H])C1([H])[H],97.052763844,0.4,0.36219999999999997,,,
[H]OC(C([H])([H])[H])(C([H])([H])[H])[C@]1([H])OC1([H])[H],102.06807956,1.0,0.1560999999999999,,,
[H]O/N=C(\C([H])=C([H])[H])C([H])([H])N([H])[H],100.063662876,0.25,-0.03870000000000007,,,
[H]O[C@]([H])(C([H])([H])N([H])[H])[C@]1([H])OC1([H])[H],103.063328528,1.0,-1.2951999999999992,,,
[H]C(=O)[C@]1([H])N([H])N=C([H])C1([H])[H],98.048012812,0.5,-0.4670000000000003,,,
[H]C([H])=C([H])C(C#N)(C([H])([H])[H])C([H])([H])[H],95.073499288,0.5,1.72218,,,
[H]C([H])=C([H])[C@]([H])(C([H])([H])N([H])[H])C([H])([H])C([H])([H])[H],99.10479941599999,0.6666666666666666,1.1573,,,
[H]C([H])([H])OC([H])(C([H])([H])[H])C([H])([H])[H],74.07316494,1.0,1.0412,,,
[H]N(C(=O)C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],101.084063972,0.8,0.5309000000000001,,,
[H]C([H])([H])C(=O)N(C([H])([H])[H])C([H])([H])[H],87.068413908,0.75,0.09450000000000003,,,
[H]C([H])([H])C([H])([H])[C@]1([H])C(=O)OC1([H])[H],100.052429496,0.8,0.5694,,,
[H]Oc1c([H])c([H])n(C([H])([H])[H])c1[H],97.052763844,0.2,0.7306999999999999,,,
[H][C]([H])[N]N([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],100.10004838399999,0.8,0.6854899999999997,,,
[H]C([H])=C([H])C(C(=O)C([H])([H])[H])=C([H])[H],96.057514876,0.16666666666666666,1.3175999999999999,,,
[H]O/N=C(/C(=O)C([H])([H])[H])C([H])([H])[H],101.047678464,0.5,0.42550000000000004,,,
[H]OC([H])([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])[H],102.06807956,0.8,0.20379999999999998,,,
[H]C1=NOC([H])([H])[C@@]([H])(N([H])[H])C1([H])[H],100.063662876,0.75,-0.2801999999999998,,,
[H]C(=O)N(OC([H])([H])[H])C([H])([H])C([H])([H])[H],103.063328528,0.75,0.02609999999999979,,,
[H]C#C[C@@]1([H])C([H])=C([H])OC1([H])[H],94.041864812,0.3333333333333333,0.7797,,,
[H]C(=O)C1=NN=C([H])C1([H])[H],96.032362748,0.25,0.015799999999999925,,,
[H]N([H])C([H])([H])C([H])([H])OC([H])([H])C([H])([H])N([H])[H],104.094963004,1.0,-1.0795999999999994,,,
[H]/N=C(\C(=O)C([H])([H])C([H])([H])[H])N([H])[H],100.063662876,0.5,-0.0985299999999999,,,
[H]N1C([H])([H])[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[H],85.08914935199999,1.0,0.7583,,,
[H]C([H])=C([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],98.109550448,0.7142857142857143,2.608600000000001,,,
[H]C([H])=C([H])OC([H])([H])C(=C([H])[H])C([H])([H])[H],98.07316494,0.3333333333333333,1.7226,,,
[H][C]([N]OC([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H],102.07931294,0.75,-0.1669100000000001,,,
[H]C1=NN([H])[C@]([H])(C([H])([H])[H])C1=C([H])[H],96.06874825599999,0.4,0.5201,,,
[H]C#C/C(=N/[H])N([H])OC([H])([H])[H],98.048012812,0.25,-0.25212999999999997,,,
[H]N([H])C([H])([H])[C@@]([H])(N([H])C([H])([H])[H])C([H])([H])[H],88.10004838399999,1.0,-0.4470000000000003,,,
[H]C#C[C@]([H])([C]([H])[N]O[H])C([H])([H])[H],97.052763844,0.4,0.4110899999999999,,,
[H]O/N=C(\OC([H])=C([H])[H])C([H])([H])[H],101.047678464,0.25,0.9541,,,
[H]C1=C([H])C([H])([H])C([H])([H])OC([H])([H])O1,100.052429496,0.6,0.8945000000000001,,,
[H]OC([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[C@]1([H])C([H])([H])[H],100.088815004,1.0,1.0248,,,
[H]C([H])=C(OC([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],100.088815004,0.6666666666666666,1.945,,,
[H]C#CC([H])([H])N([H])C([H])([H])C([H])=C([H])[H],95.073499288,0.3333333333333333,0.39520000000000005,,,
[H]C1=C([H])[C@@]([H])(C([H])([H])[H])C(C([H])([H])[H])=C1[H],94.07825032,0.42857142857142855,2.1386000000000003,,,
[H]C([H])([H])OC1(C([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H],100.088815004,1.0,1.5754000000000001,,,
[H]C([H])([H])N1[C@@]([H])(C([H])([H])[H])C([H])([H])[C@]1([H])C([H])([H])[H],99.10479941599999,1.0,1.0989,,,
[H]O[C@@]1([H])C([H])=C(C([H])([H])[H])OC1([H])[H],100.052429496,0.6,0.2812999999999999,,,
[H]C#CC([H])([H])OC([H])([H])C([H])=C([H])[H],96.057514876,0.3333333333333333,0.8222,,,
[H]O/N=C(\C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],101.084063972,0.8,1.6366,,,
[H]C([H])([H])N1C([H])([H])[C@]1([H])C([H])([H])[H],71.073499288,1.0,0.3202999999999999,,,
[H]/C(=C(/[H])C([H])([H])N([H])C([H])([H])C([H])([H])[H])C([H])([H])[H],99.10479941599999,0.6666666666666666,1.172,,,
[H]O/N=C(C(\[H])=C(/[H])N([H])[H])/C([H])([H])[H],100.063662876,0.25,0.30890000000000006,,,
[H]C#CS(=O)(=O)C#N,114.972799272,0.0,-0.5270199999999999,,,
[H][C]([N]N([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],100.10004838399999,0.8,0.6723899999999998,,,
[H]C1=NOC([H])([H])C([H])([H])C([H])=C1[H],97.052763844,0.4,0.9487000000000001,,,
[H]O/N=C(/C#N)C([H])=C([H])[H],96.032362748,0.0,0.5261799999999999,,,
[H]C#C/C([H])=C(\[H])C#N,77.026549096,0.0,0.6993799999999999,,,
[H]C(=O)/C([H])=C(\[H])C#N,81.021463716,0.0,0.2650799999999999,,,
[H]/C(=C(/[H])[C@]1([H])OC([H])([H])C1([H])[H])C([H])([H])[H],98.07316494,0.6666666666666666,1.3514,,,
[H]C([H])=C([H])C([H])(C([H])=C([H])[H])N([H])C([H])([H])[H],97.08914935199999,0.3333333333333333,0.9463999999999999,,,
[H]N([H])C(=S)N1C([H])([H])[C@]1([H])C([H])([H])[H],116.04081925599999,0.75,-0.06590000000000007,,,
[H]C1([H])O[C@]2([H])C([H])([H])[C@@]1([H])C2([H])[H],84.057514876,1.0,0.7952,,,
[H]OC([H])([H])C([H])([H])OC1([H])C([H])([H])C1([H])[H],102.06807956,1.0,0.15769999999999995,,,
[H]C(=O)N(/C([H])=N/C([H])([H])[H])C([H])([H])[H],100.063662876,0.5,-0.2673000000000001,,,
[H]N([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],73.08914935199999,1.0,0.7435999999999998,,,
[H]N([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H],89.084063972,1.0,-0.018399999999999972,,,
[H]O[C@@]1([H])[C@@]([H])(O[H])C([H])([H])[C@]1([H])N([H])[H],103.063328528,1.0,-1.5607999999999997,,,
[H]N([H])C([H])([H])[C@]1([H])N(C([H])([H])[H])C([H])([H])C1([H])[H],100.10004838399999,1.0,-0.3508,,,
[H]C#C[C@]([H])(N([H])[H])C([H])([H])C([H])([H])N([H])[H],98.08439831999999,0.6,-0.7042999999999999,,,
[H]N1C(=O)[C@]2([H])O[C@]2([H])C1([H])[H],99.0320284,0.75,-1.1164000000000003,,,
[H]OC([H])([H])[C@@]([H])(C([H])=O)C([H])([H])C([H])([H])[H],102.06807956,0.8,0.20379999999999998,,,
[H]O[C@]([H])(C([H])([H])[H])C(N([H])[H])(C([H])([H])[H])C([H])([H])[H],103.099714036,1.0,0.10449999999999982,,,
[H]C([H])=C([H])C1([H])C([H])([H])C([H])=C([H])C1([H])[H],94.07825032,0.42857142857142855,2.1386000000000003,,,
[H]N(C([H])([H])[H])C([H])([H])C1(N([H])[H])C([H])([H])C1([H])[H],100.10004838399999,1.0,-0.3029000000000004,,,
[H]OC1(C([H])([H])[H])C([H])([H])N([H])C1([H])[H],87.068413908,1.0,-0.6594,,,
[H]C1=N[C@]2([H])C([H])([H])C([H])([H])[C@]2([H])N1[H],96.06874825599999,0.8,0.1489000000000001,,,
[H]C([H])([H])C([H])([H])[C@]1([H])OC([H])([H])C([H])([H])C1([H])[H],100.088815004,1.0,1.5754000000000001,,,
[H]C#C[C@@](N([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],97.08914935199999,0.6666666666666666,0.747,,,
[H]O[N][C]([H])[C@@]([H])(C([H])([H])[H])C([H])([H])O[H],103.063328528,0.75,-0.22981000000000024,,,
[H]C([H])=C([H])[C@]1([H])O[C@@]([H])(C([H])([H])[H])C1([H])[H],98.07316494,0.6666666666666666,1.3497999999999999,,,
[H]/C(=C(/[H])C([H])([H])C([H])([H])N([H])[H])C([H])([H])[H],85.08914935199999,0.6,0.9113000000000001,,,
[H]C#C[C@@]1([H])C([H])([H])[C@]1([H])C([H])([H])C([H])([H])[H],94.07825032,0.7142857142857143,1.6657,,,
[H]C([H])=C(C([H])([H])[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H],99.10479941599999,0.6666666666666666,1.1241,,,
[H]O[N][C]([H])[C@]1([H])N(C([H])([H])[H])C1([H])[H],100.063662876,0.75,-0.5442100000000001,,,
[H]C#C/C([H])=C(\[H])C([H])([H])[H],66.046950192,0.2,1.1957,,,
[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],88.088815004,1.0,1.1673,,,
[H]N([H])C([H])([H])[C@@]1(C([H])([H])C([H])([H])[H])N([H])C1([H])[H],100.10004838399999,1.0,-0.3029000000000004,,,
[H]C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],86.109550448,1.0,2.442500000000001,,,
[H]/C(C(=O)OC([H])([H])[H])=C(/[H])C([H])([H])[H],100.052429496,0.4,0.7354999999999999,,,
[H]N1C([H])([H])C([H])([H])C2(C1([H])[H])C([H])([H])C2([H])[H],97.08914935199999,1.0,0.7599,,,
[H]N(C([H])([H])[H])[C@@]1([H])C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],99.10479941599999,1.0,1.0043,,,
[H][C]([H])[N]O[C@@]([H])(OC([H])([H])[H])C([H])([H])[H],103.063328528,0.75,0.30638999999999983,,,
[H]C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C1([H])[H],98.109550448,1.0,2.442500000000001,,,
[H]O[C@@]1([H])C([H])([H])[C@]1([H])C#N,83.03711378,0.75,-0.1092200000000001,,,
[H]OC([H])([H])C(=C([H])[H])C([H])([H])N([H])[H],87.068413908,0.5,-0.5064000000000002,,,
[H]C#C/C([H])=C(\C([H])([H])[H])C([H])([H])C([H])([H])[H],94.07825032,0.42857142857142855,1.9759,,,
[H][N]C1=C([H])[C]([H])ON1C([H])([H])[H],98.048012812,0.25,0.14948999999999996,,,
[H]N([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N([H])[H],102.11569844799999,1.0,-0.06999999999999973,,,
[H]Oc1c([H])oc(N([H])[H])c1[H],99.0320284,0.0,0.5673999999999999,,,
[H]N1[C@@]2([H])C([H])([H])[C@@]2([H])[C@]2([H])C([H])([H])[C@@]12[H],95.073499288,1.0,0.3665999999999998,,,
[H]OC([H])([H])[C@@]1(C([H])([H])[H])OC([H])([H])C1([H])[H],102.06807956,1.0,0.15769999999999995,,,
[H]OC([H])([H])[C@]([H])(N([H])[H])[C@]1([H])N([H])C1([H])[H],102.07931294,1.0,-1.7221999999999995,,,
